5_886,49195709#1,50319918#7
5_887,49195709#1,565496546#1
5_888,49195709#1,96606441#0
5_889,49195709#4,-1135075614#0
5_890,49195709#4,-1135075615#1
5_891,49195709#4,-1296042207
5_892,49195709#4,-25654678
5_893,49195709#4,-96606441#0
5_894,49195709#4,134805760#4
5_895,49195709#4,138440000#1
5_896,49195709#4,138440000#2
5_897,49195709#4,138440000#5
5_898,49195709#4,25634744#1
5_899,49195709#4,25654663#3
5_900,49195709#4,25654667#0
5_901,49195709#4,25654667#2
5_902,49195709#4,25654670#0
5_903,49195709#4,25654670#2
5_904,49195709#4,25654899
5_905,49195709#4,25654998#1
5_906,49195709#4,25654998#2
5_907,49195709#4,25655001#4
5_908,49195709#4,25655018#2
5_909,49195709#4,25655054#5
5_910,49195709#4,295699555
5_911,49195709#4,30002092#1
5_912,49195709#4,30706585#8
5_913,49195709#4,30706669
5_914,49195709#4,30706677#5
5_915,49195709#4,318933773#10
5_916,49195709#4,50319918#2
5_917,49195709#4,50319918#3
5_918,49195709#4,50319918#7
5_919,49195709#4,565496546#1
5_920,49195709#4,96606441#0
5_921,49195709#5,-1135075614#0
5_922,49195709#5,-1135075615#1
5_923,49195709#5,-1296042207
5_924,49195709#5,-25654678
5_925,49195709#5,-96606441#0
5_926,49195709#5,134805760#4
5_927,49195709#5,138440000#1
5_928,49195709#5,138440000#2
5_929,49195709#5,138440000#5
5_930,49195709#5,25634744#1
5_931,49195709#5,25654663#3
5_932,49195709#5,25654667#0
5_933,49195709#5,25654667#2
5_934,49195709#5,25654670#0
5_935,49195709#5,25654670#2
5_936,49195709#5,25654899
5_937,49195709#5,25654998#1
5_938,49195709#5,25654998#2
5_939,49195709#5,25655001#4
5_940,49195709#5,25655018#2
5_941,49195709#5,25655054#5
5_942,49195709#5,295699555
5_943,49195709#5,30002092#1
5_944,49195709#5,30706585#8
5_945,49195709#5,30706669
5_946,49195709#5,30706677#5
5_947,49195709#5,318933773#10
5_948,49195709#5,50319918#2
5_949,49195709#5,50319918#3
5_950,49195709#5,50319918#7
5_951,49195709#5,565496546#1
5_952,49195709#5,96606441#0
5_953,50319918#2,-1135075614#0
5_954,50319918#2,-1135075615#1
5_955,50319918#2,-1296042207
5_956,50319918#2,-25654678
5_957,50319918#2,-96606441#0
5_958,50319918#2,134805760#4
5_959,50319918#2,138440000#1
5_960,50319918#2,138440000#2
5_961,50319918#2,138440000#5
5_962,50319918#2,25634744#1
5_963,50319918#2,25654663#3
5_964,50319918#2,25654667#0
5_965,50319918#2,25654667#2
5_966,50319918#2,25654670#0
5_967,50319918#2,25654670#2
5_968,50319918#2,25654899
5_969,50319918#2,25654998#1
5_970,50319918#2,25654998#2
5_971,50319918#2,25655001#4
5_972,50319918#2,25655018#2
5_973,50319918#2,25655054#5
5_974,50319918#2,295699555
5_975,50319918#2,30002092#1
5_976,50319918#2,30706585#8
5_977,50319918#2,30706669
5_978,50319918#2,30706677#5
5_979,50319918#2,318933773#10
5_980,50319918#2,50319918#3
5_981,50319918#2,50319918#7
5_982,50319918#2,565496546#1
5_983,50319918#2,96606441#0
5_984,565496546#0,-1135075614#0
5_985,565496546#0,-1135075615#1
5_986,565496546#0,-1296042207
5_987,565496546#0,-25654678
5_988,565496546#0,-96606441#0
5_989,565496546#0,134805760#4
5_990,565496546#0,138440000#1
5_991,565496546#0,138440000#2
5_992,565496546#0,138440000#5
5_993,565496546#0,25634744#1
5_994,565496546#0,25654663#3
5_995,565496546#0,25654667#0
5_996,565496546#0,25654667#2
5_997,565496546#0,25654670#0
5_998,565496546#0,25654670#2
5_999,565496546#0,25654899
5_1000,565496546#0,25654998#1
5_1001,565496546#0,25654998#2
5_1002,565496546#0,25655001#4
5_1003,565496546#0,25655018#2
5_1004,565496546#0,25655054#5
5_1005,565496546#0,295699555
5_1006,565496546#0,30002092#1
5_1007,565496546#0,30706585#8
5_1008,565496546#0,30706669
5_1009,565496546#0,30706677#5
5_1010,565496546#0,318933773#10
5_1011,565496546#0,50319918#2
5_1012,565496546#0,50319918#3
5_1013,565496546#0,50319918#7
5_1014,565496546#0,565496546#1
5_1015,565496546#0,96606441#0
5_1016,565496546#3,-1135075614#0
5_1017,565496546#3,-1135075615#1
5_1018,565496546#3,-1296042207
5_1019,565496546#3,-25654678
5_1020,565496546#3,-96606441#0
5_1021,565496546#3,134805760#4
5_1022,565496546#3,138440000#1
5_1023,565496546#3,138440000#2
5_1024,565496546#3,138440000#5
5_1025,565496546#3,25634744#1
5_1026,565496546#3,25654663#3
5_1027,565496546#3,25654667#0
5_1028,565496546#3,25654667#2
5_1029,565496546#3,25654670#0
5_1030,565496546#3,25654670#2
5_1031,565496546#3,25654899
5_1032,565496546#3,25654998#1
5_1033,565496546#3,25654998#2
5_1034,565496546#3,25655001#4
5_1035,565496546#3,25655018#2
5_1036,565496546#3,25655054#5
5_1037,565496546#3,295699555
5_1038,565496546#3,30002092#1
5_1039,565496546#3,30706585#8
5_1040,565496546#3,30706669
5_1041,565496546#3,30706677#5
5_1042,565496546#3,318933773#10
5_1043,565496546#3,50319918#2
5_1044,565496546#3,50319918#3
5_1045,565496546#3,50319918#7
5_1046,565496546#3,565496546#1
5_1047,565496546#3,96606441#0
5_1048,96606441#0,-1135075614#0
5_1049,96606441#0,-1135075615#1
5_1050,96606441#0,-1296042207
5_1051,96606441#0,-25654678
5_1052,96606441#0,-96606441#0
5_1053,96606441#0,134805760#4
5_1054,96606441#0,138440000#1
5_1055,96606441#0,138440000#2
5_1056,96606441#0,138440000#5
5_1057,96606441#0,25634744#1
5_1058,96606441#0,25654663#3
5_1059,96606441#0,25654667#0
5_1060,96606441#0,25654667#2
5_1061,96606441#0,25654670#0
5_1062,96606441#0,25654670#2
5_1063,96606441#0,25654899
5_1064,96606441#0,25654998#1
5_1065,96606441#0,25654998#2
5_1066,96606441#0,25655001#4
5_1067,96606441#0,25655018#2
5_1068,96606441#0,25655054#5
5_1069,96606441#0,295699555
5_1070,96606441#0,30002092#1
5_1071,96606441#0,30706585#8
5_1072,96606441#0,30706669
5_1073,96606441#0,30706677#5
5_1074,96606441#0,318933773#10
5_1075,96606441#0,50319918#2
5_1076,96606441#0,50319918#3
5_1077,96606441#0,50319918#7
5_1078,96606441#0,565496546#1
